event_type,event_date,tail_number,highest_injury_level,fatal_injury_count,serious_injury_count,minor_injury_count,probable_cause,latitude,longitude,airport_id,operator,make,aircraft_damage,model
INC,1993-06-18,N467AA,none,0,0,0,leakage number fuel nozzle result flight engine fire,0.0,0.0,SAV,american,mcdonnell_douglas,Minor,DC-8
INC,1993-05-07,N867US,minor,0,0,1,improper installation spacer mechanic unclear information supply manufacturer operator installation spacer,0.0,0.0,PIT,us airways,fokker,Minor,FOKKER-100
ACC,1993-04-26,N14816,none,0,0,0,inflight encounterwith microburst altitude insufficient effect recovery,39.76054,-104.920776,DEN,continental,mcdonnell_douglas,Substantial,DC-8
ACC,1993-04-14,N139AA,serious,0,2,38,national transportation safety board determine probable cause accident failure captain use proper directional control technique maintain airplane runway,0.0,0.0,DFW,american,mcdonnell_douglas,Substantial,DC-10
INC,1993-03-15,N14212,none,0,0,0,inadequate maintenance inspection company maintenance personnel manufacturer inadequate inspection replacement procedure aileron cable subsequent failure aileron control cable wear,0.0,0.0,EWR,continental,boeing,no_damage,737
INC,1993-03-13,N895US,none,0,0,0,failure company station manager follow proper dispatch procedure ice accumulation nose gear lock mechanism factor relate incident wet snow slush runway departure airport inadequate design allow ice render nose gear downlock system inoperative,0.0,0.0,ORD,us airways,fokker,Minor,FOKKER-100
ACC,1993-02-23,N678DL,none,0,0,0,improper use elevator flight control landing pilot command,26.089633,-80.149063,FLL,delta,boeing,Substantial,757
INC,1993-02-13,N403PE,none,0,0,0,pilot command excessive airspeed approach failure follow proper braking procedure land company training factor contribute accident include tailwind wet downhill runway,0.0,0.0,PWM,continental,boeing,no_damage,737
INC,1993-02-11,N79771,none,0,0,0,pilot disorientation taxi result runway incursion factor contribute incident failure flight crew communicate atc ground controller verify position inadequate crew coordination dark night light condition,0.0,0.0,EWR,continental,boeing,no_damage,727
INC,1993-01-10,N7532A,minor,0,0,5,inaccurate safety advisory provide tower operator factor emergency evacuation,0.0,0.0,DFW,american,mcdonnell_douglas,no_damage,DC-8
ACC,1992-12-08,N516AU,fatal,1,0,0,lack adequate clearance walker tug result walker strike tug fall reportunavailable factor relate accident lack policy stay clear tug towbar nosewheel airplane pushback operation motion,40.769039,-73.869537,LGA,us airways,boeing,no_damage,737
INC,1992-10-12,N586US,none,0,0,0,high cycle fatigue failure blade stage high pressure compressor result blade fracture subsequent internal engine damage fire,0.0,0.0,PIT,us airways,boeing,no_damage,737
INC,1992-08-21,N748UP,none,0,0,0,failure aircraft operator maintenance personnel adequately lubricate seal main landing gear bogie beam swivel joint require manufacturer operator maintenance program requirement allow moisture enter swivel joint cause corrosion damage cause stress corrosion cracking failure swivel joint lug contribute incident lack clear instruction operator maintenance program lubrication swivel joint,0.0,0.0,MIA,united,mcdonnell_douglas,Minor,DC-8
INC,1992-08-14,N956DL,none,0,0,0,loss engine power fracture fan blade result manufacture defect,0.0,0.0,DFW,delta,mcdonnell_douglas,Minor,MD-88
ACC,1992-08-06,N9010U,serious,0,1,0,improper installation towbar contribute accident disconnected tow bar push,37.610801,-122.379981,SFO,united,boeing,no_damage,737
INC,1992-08-02,N803DE,none,0,0,0,pilot command improper use aircraft flight control elevator landing result aircraft tail contact runway surface,33.950843,-118.399581,LAX,delta,mcdonnell_douglas,Minor,MD-11
INC,1992-07-17,"N719DA, N2725D",none,0,0,0,failure ground personnel ensure proper clearance taxiing airplane adjacent parked airplane contribute accident failure ground personnel properly position parked airplane ensure encroach adjacent safety area,0.0,0.0,LAX,delta,lockheed,no_damage,L-1011
INC,1992-06-02,N718DA,minor,0,0,1,overheating number air cycle machine result emergency evacuation slide failure flight attendant secure slide girt bar,33.719512,-84.420898,ATL,delta,lockheed,no_damage,L-1011
INC,1992-05-13,N604UA,minor,0,0,3,rupture airplane air condition heat pressurization apu duct weld seam contribute incident manufacturer failure issue service bulletin applicalbe apu duct system,0.0,0.0,LAX,united,boeing,Minor,767
INC,1992-04-23,N721DA,none,0,0,0,captain improper aircraft control result excessive nosewheel rate sink subsequent overload failure nose gear tire,40.77058,-73.869766,LGA,delta,lockheed,Minor,L-1011
INC,1992-04-15,N495US,none,0,0,0,pilot command decision reject takeoff speed excess result inadequate distance stop aircraft,0.0,0.0,CLT,us airways,fokker,no_damage,F28-4000
ACC,1992-03-27,N615AM,serious,0,1,0,failure ground personnel follow publish procedure directive factor inadequate equipment,40.480297,-107.260452,HDN,american,boeing,no_damage,757
ACC,1992-03-22,N485US,fatal,27,9,12,failure airline industry federal aviation administration provide flightcrew procedure requirement criterion compatible departure delay condition conducive airframe ice decision flightcrew positive assurance airplane wing free ice accumulation minute exposure precipitation follow deicing ice contamination wing result aerodynamic stall loss control liftoff contribute cause accident inappropriate procedure inadequate coordination flightcrew lead takeoff rotation low prescribed airspeed ntsb report,0.0,0.0,LGA,us airways,fokker,Destroyed,F28-4000
ACC,1992-03-21,N519UA,serious,0,1,0,ground guide failure follow establish procedure improper visual lookout fail remain clear nose gear push operation,0.0,0.0,PHX,united,boeing,no_damage,757
INC,1992-03-03,N1820U,none,0,0,0,contaminate anti skid braking system electrical connector result partial loss anti skid system lock brake left main gear,0.0,0.0,ORD,united,mcdonnell_douglas,Minor,DC-10
INC,1992-02-09,N752US,none,0,0,0,flight engineer lack training emergency procedure failure follow publish emergency procedure result able manually extend right main landing gear follow loss hydraulic system contribute incident captain failure exhaust available resource time attempt extend right main landing gear prior land gear retract,0.0,0.0,SJU,us airways,boeing,Minor,727
INC,1992-02-08,"N354AA, N8079U",none,0,0,0,failure faa local controller assure adequate clearance establish,0.0,0.0,MIA,american,boeing,Minor,767
ACC,1992-01-18,N964VJ,serious,0,2,0,aircraft encounter sudden wind gust land flare result hard landing,42.160282,-76.820777,ELM,us airways,mcdonnell_douglas,Substantial,DC-9
INC,1992-01-12,N923HA,none,0,0,0,improper installation low fuel pressure warning switch snubber engine result fatigue failure snubber fuel leak spray subsequent explosion fire damage factor relate incident inadequate design firewall allow fuel vapor migrate hot section engine,39.170269,-76.670745,BWI,us airways,de_havilland,Minor,DASH-8
INC,1992-01-07,N322DL,none,0,0,0,failure aft cone bolt result preexist fatigue crack improper maintenance failure secondary support structure result load exceed capacity attach hardware crushable honeycomb core,0.0,0.0,DFW,delta,boeing,Minor,737
INC,1991-12-23,"N142AA, N497AA",none,0,0,0,local controller understanding read radio communication factor include pilot command flight understand verbal instruction local controller visually identify aircraft inadequate surveillance faa tower,0.0,0.0,ORD,american,mcdonnell_douglas,no_damage,DC-10
INC,1991-12-18,N803PA,none,0,0,0,improper installation thrust reverser stow switch assembly company maintenance personnel result erroneous illumination thrust reverser warn light,39.020042,-84.559631,CVG,delta,airbus,no_damage,A310
INC,1991-12-13,N892AA,none,0,0,0,pilot command delay remedial action correct gust wind landing flare,0.0,0.0,STT,american,boeing,Minor,727
ACC,1991-11-30,N73SW,none,0,0,0,flight collision geese factor dark night,0.0,0.0,LBB,southwest,boeing,Substantial,737
INC,1991-11-20,N908DL,none,0,0,0,short electrical connector result failure reason short determine factor improper installation connector reportunavailable maintenance person,0.0,0.0,ATL,delta,mcdonnell_douglas,no_damage,MD-88
INC,1991-10-30,N1808U,none,0,0,0,captain inadequate supervision copilot failure maintain directional control factor crosswind snow ice runway,38.819702,-104.700164,COS,united,mcdonnell_douglas,Minor,DC-10
ACC,1991-10-23,N441US,serious,0,1,0,latch failure door aft galley allow liquor kit roll forward,0.0,0.0,BOS,us airways,boeing,no_damage,737
ACC,1991-10-16,"N498AA, N7385F",minor,0,0,36,failure crew maintain adequate visual lookout taxi failure air traffic controller provide traffic information issue warning flightcrew factor landing task saturation flightcrew,0.0,0.0,EWR,american,mcdonnell_douglas,Substantial,MD-80
ACC,1991-09-28,N819NY,serious,0,2,0,malfunction electrical component cockpit result smoke subsequent emergency evacuation passenger airplane,0.0,0.0,BOS,continental,mcdonnell_douglas,Minor,MD-82
ACC,1991-09-23,N442AA,none,0,0,0,flight crew failure maintain adequate clearance obstacle ground operation related factor failure driver escort vehicle semi trailer follow establish procedure directive,0.0,0.0,ORD,american,mcdonnell_douglas,Substantial,DC-8
INC,1991-09-20,N88704,none,0,0,0,inadequate maintenance inspection main landing gear actuator assembly company maintenance personnel factor incident inadequate design landing gear actuator manufacturer,42.219383,-83.350677,DTW,continental,boeing,Minor,727
INC,1991-08-29,N115DA,none,0,0,0,fracture number high pressure turbine wheel fatigue undetermined origin,0.0,0.0,LAX,delta,boeing,Minor,767
ACC,1991-07-27,"N491AA, N405AE",none,0,0,0,captain misjudge clearance aircraft stand commuter airplane factor failure second pilot identify hydroplane condition,0.0,0.0,DFW,american,mcdonnell_douglas,Minor,MD-80
INC,1991-07-13,N111AA,minor,0,0,12,failure number engine fire detection system systron donner fire detector,33.949321,-118.400299,LAX,american,mcdonnell_douglas,no_damage,DC-10
INC,1991-06-06,N750UA,none,0,0,0,failure stage turbine blade number engine high cycle fatigue,0.0,0.0,BOS,us airways,boeing,Minor,727
INC,1991-05-15,N882AA,none,0,0,0,captain failure maintain proper glide path disconnection autopilot final approach factor accident captain failure follow company procedure category ii approach officer failure adequately monitor approach final phase prior touchdown low visibility time accident,36.109222,-86.659896,BNA,american,boeing,Minor,727
ACC,1991-05-11,N715NC,none,0,0,0,failure nose wheel steering hydraulic line land ground operation related factor manufacturer inadequate inspection replacement standard,0.0,0.0,ORD,american,short_brothers,Substantial,SD3-60
ACC,1991-05-05,N938DL,serious,0,1,4,van driver inadequate visual lookout poor division attention,0.0,0.0,ATL,delta,mcdonnell_douglas,Substantial,MD-88
INC,1991-04-25,N6815,none,0,0,0,failure ground crew properly align airplane gate alley push gate,0.0,0.0,ORD,american,boeing,Minor,727
INC,1991-04-09,N9003U,minor,0,0,2,turbine blade failure fatigue factor incident inoperative engine fire extinguisher inadequate service aircraft delay deployment emergency slide,47.439373,-122.280845,SEA,united,boeing,Minor,737
ACC,1991-02-01,"N388US, N683AV",fatal,34,13,17,failure los angeles air traffic facility management implement procedure provide redundancy comparable requirement contain national operational position standard failure faa air traffic service provide adequate policy direction oversight air traffic control facility manager failure create environment los angeles air traffic control tower ultimately lead failure local controller maintain awareness traffic situation culminate inappropriate clearance subsequent collision usair skyw aircraft contribute cause accident failure faa provide effective quality assurance atc system ntsb report,0.0,0.0,LAX,us airways,boeing,Destroyed,737
ACC,1991-01-25,N815AA,serious,0,1,0,pilot failure use proper procedure improper use throttle,39.729854,-86.289009,IND,american,boeing,no_damage,727
INC,1991-01-07,N396UA,none,0,0,0,improper use throttle failure maintain directional control officer factor relate incident ice runway lack total experience type aircraft operation officer inadequate supervision captain,0.0,0.0,MCI,united,boeing,no_damage,737
INC,1991-01-03,N6821,minor,0,0,2,oil leak originate auxiliary power unit create smoke passenger cabin pass air conditioning heating system equipment associate duct work,41.530643,-93.659301,DSM,american,boeing,no_damage,727
INC,1990-09-19,N9044U,minor,0,0,2,failure flight crew follow emergency procedure directive factor failure aircraft electrical system relay failure company provide jetway operator,39.729267,-105.020217,DEN,united,boeing,no_damage,737
INC,1990-08-27,N174UA,minor,0,0,25,failure manufacturer ensure landing gear selector valve associated drum link assembly properly instal prior delivery aircraft factor accident lack information available crew concern secondary alternate gear extension procdure,33.950046,-118.400817,LAX,united,boeing,Minor,747
INC,1990-08-21,N305UA,none,0,0,0,improper maintenance service company employee allow foreign object flashlight remain landing gear extend retract linkage night servicing flight,0.0,0.0,LAX,united,boeing,Minor,737
INC,1990-08-12,N69735,none,0,0,0,malfunction starter control valve,45.810203,-111.150451,BZN,continental,boeing,Minor,727
INC,1990-07-04,N72990,none,0,0,0,engine failure turbine wheel failure induce fatigue,39.760643,-104.919273,DEN,continental,aerospatiale,Minor,A300
ACC,1990-06-21,N743US,serious,0,2,2,improper utilization emergency equipment,0.0,0.0,CHS,us airways,boeing,no_damage,727
ACC,1990-05-11,N990UA,serious,0,1,0,aircraft encounter turbulence result injury flight attendant,0.0,0.0,IAD,united,boeing,no_damage,737
INC,1990-03-17,N17317,minor,0,0,1,improper installation level arm,0.0,0.0,ICT,continental,boeing,Minor,737
ACC,1990-03-13,N271AF,fatal,1,0,0,unauthorized intrusion runway environment pedestrian,33.43048,-112.010505,PHX,alaska,boeing,Minor,727
INC,1990-01-20,N338UA,none,0,0,0,failure main landing gear tire takeoff parking brake lock,0.0,0.0,CID,united,boeing,Minor,737
ACC,1990-01-16,N505UA,none,0,0,0,overrotation aircraft takeoff factor relate accident officer improper use flight manual result improper calculation rotation speed inadequate supervision concern verification takeoff datum captain,40.770709,-73.870697,LGA,united,boeing,Substantial,757
ACC,1990-01-02,N109AA,serious,0,3,7,injury associate evacuation aircraft,39.169322,-76.669181,BWI,american,mcdonnell_douglas,no_damage,DC-10
ACC,1989-12-21,N611AM,none,0,0,0,copilot overrotation aircraft flare allow tail collide runway failure captain appropriate corrective action factor accident,0.0,0.0,SNA,american,boeing,Substantial,757
ACC,1989-10-07,N958VJ,fatal,1,0,0,inadequate weather evaluation inadequate supervision ground guide mechanic company operator management personnel failure ground guide follow safety procedure weather condition lightning,28.420106,-81.300567,MCO,us airways,mcdonnell_douglas,no_damage,DC-9
ACC,1989-09-21,N416US,fatal,2,3,18,captain failure exercise command authority timely manner reject takeoff sufficient control continue takeoff initiate mistrimme rudder causal captain failure detect mistrimme rudder takeoff attempt,40.769294,-73.870361,LGA,us airways,boeing,Destroyed,737
INC,1989-09-13,N629DL,none,0,0,0,improper use elevator control,26.089323,-80.150611,FLL,delta,boeing,Minor,757
ACC,1989-09-12,N244AA,minor,0,0,2,loss hydraulic system pressure operator failure replace system component know history failure pilot improper use powerplant control result degradation rudder effectiveness contribute factor failure power transfer unit shutoff valve,0.0,0.0,ORD,american,mcdonnell_douglas,Substantial,MD-80
INC,1989-09-08,N283AU,none,0,0,0,flightcrew failure adequately prepare execute nonprecision approach subsequent premature descent minimum descent altitude contribute cause incident inadequate deficient service provide flightcrew air traffic control personnel,0.0,0.0,MCI,us airways,boeing,Minor,737
INC,1989-07-25,N556NY,none,0,0,0,rupture flexible high pressure hydraulic line hydraulic system chafing steel braid covering allow system pressure quantity completely deplete,0.0,0.0,EWR,continental,mcdonnell_douglas,Minor,DC-9
ACC,1989-07-19,N1819U,fatal,111,47,125,inadequate consideration give human factor limitation inspection quality control procedure united airlines engine overhaul facility result failure detect fatigue crack originate previously undectected metallurgical defect locate critical area stage fan disk manufacture general electric aircraft engine subsequent catastrophic disintegration disk result liberation debris pattern distribution energy level exceed level protection provide design feature hydraulic system operate flight control,0.0,0.0,SUX,united,mcdonnell_douglas,Destroyed,DC-10
INC,1989-07-18,N1846U,none,0,0,0,hydroplaning attribute physical condition runway airport personnel failure adequately maintain runway contribute factor rain wet runway,0.0,0.0,ORD,united,mcdonnell_douglas,no_damage,DC-10
ACC,1989-07-12,N7062A,fatal,1,0,0,failure ramp guide ground personnel follow normal safety procedure confidence personal ability consider contribute factor,0.0,0.0,SJU,american,airbus,no_damage,A300
ACC,1989-05-28,N806NY,minor,0,0,7,right main landing gear vibration reportunavailable origin result failure right main landing gear torque link brace,39.759178,-104.919158,DEN,continental,mcdonnell_douglas,Substantial,MD-80
INC,1989-05-24,N296WA,none,0,0,0,failure left main landing gear forward trunnion bear support fit crack initiate forward edge bore propagating intergranular stress corrosion bore surface result eventual ductile fracture,39.759796,-104.920349,DEN,delta,boeing,Minor,727
INC,1989-03-23,N447AA,none,0,0,0,crew failure follow taxi instruction insure proper runway prior initiation takeoff roll,29.650653,-95.280067,HOU,american,mcdonnell_douglas,Minor,DC-9
INC,1989-03-01,"N820NY, N918TW",none,0,0,0,failure tracon final approach controller assure radar separation aircraft factor relate accident inadequate supervision atc supervisor excessive workload controller unclear instruction controller misunderstanding atc clearance flight crew continental flight,0.0,0.0,IAH,continental,mcdonnell_douglas,no_damage,DC-8
INC,1989-01-09,N542TX,minor,0,0,2,proper touchdown point attain flight crew copilot fly pic supervise,30.539451,-91.13079,BTR,continental,mcdonnell_douglas,no_damage,DC-9
INC,1988-12-19,UNK,none,0,0,0,reportunavailable,0.0,0.0,ATL,delta,lockheed,no_damage,L-1011
INC,1988-11-27,N80057,minor,0,0,14,reportunavailable,0.0,0.0,SJU,american,airbus,Minor,A300
INC,1988-11-15,N965VJ,none,0,0,0,failure left main landing gear tire carcass ingestion tire debris left engine hinder normal operation,44.87915,-93.220222,MSP,us airways,mcdonnell_douglas,Minor,DC-9
INC,1988-10-24,N70054,minor,0,0,2,reportunavailable,0.0,0.0,SJU,american,airbus,no_damage,A300
INC,1988-10-17,N706AA,none,0,0,0,reportunavailable,0.0,0.0,STT,american,boeing,Minor,727
INC,1988-09-21,N710AA,minor,0,0,4,fatigue failure left main landing gear door actuator pivot trunnion shaft subsequently lodge actuator clevis prevent door unlock mechanism actuate gear extension,0.0,0.0,DFW,american,boeing,Minor,727
INC,1988-08-20,N689HA,none,0,0,0,aircraft encounter engine exhaust flow related turbulence heavy boeing cross approach end runway minute second prior incident,0.0,0.0,HNL,hawaiian,mcdonnell_douglas,Minor,DC-9
ACC,1988-08-10,N9060U,serious,0,5,5,reportunavailable,34.749412,-92.279411,LIT,united,boeing,no_damage,737
INC,1988-07-24,N69AF,none,0,0,0,reportunavailable,0.0,0.0,MIA,american,boeing,Minor,737
INC,1988-07-14,N253A,none,0,0,0,reportunavailable,0.0,0.0,ORD,american,mcdonnell_douglas,no_damage,MD-80
INC,1988-06-12,N308AS,minor,0,0,7,reportunavailable,47.300323,-122.310119,SEA,alaska,boeing,Minor,727
ACC,1988-05-21,N136AA,serious,0,2,6,reportunavailable,0.0,0.0,DFW,american,mcdonnell_douglas,Substantial,DC-10
INC,1988-05-02,N157UA,none,0,0,0,reportunavailable,0.0,0.0,NRT,united,boeing,Minor,747
INC,1988-04-17,N433PE,minor,0,0,2,reportunavailable,0.0,0.0,CLE,continental,boeing,Minor,737
INC,1988-04-13,N291AS,none,0,0,0,reportunavailable,45.569534,-122.589134,PDX,alaska,boeing,Minor,727
ACC,1988-04-03,N88703,serious,0,1,0,reportunavailable,0.0,0.0,SRQ,continental,boeing,no_damage,727
INC,1988-03-20,N515DA,none,0,0,0,reportunavailable,45.570098,-122.590087,PDX,delta,boeing,Minor,727
INC,1988-03-09,N310DA,none,0,0,0,reportunavailable,0.0,0.0,ATL,delta,boeing,Minor,737
INC,1988-02-11,N123AA,none,0,0,0,judgemental error local controller clear vehicle active runway tiwh insufficient separation arrive aircraft compromise mechanical malfunction equipment cross runway,0.0,0.0,ORD,american,mcdonnell_douglas,no_damage,DC-10
INC,1988-02-03,N569AA,minor,0,0,18,reportunavailable,36.109771,-86.659477,BNA,american,mcdonnell_douglas,Minor,DC-8
INC,1987-12-27,N72830,none,0,0,0,reportunavailable,39.759796,-104.920684,DEN,continental,mcdonnell_douglas,Minor,MD-80
ACC,1987-12-26,"N705AA, N893AA",none,0,0,0,reportunavailable,0.0,0.0,SJU,american,boeing,Substantial,727
INC,1987-12-01,N4571M,none,0,0,0,reportunavailable,33.95042,-118.400978,LAX,delta,boeing,no_damage,737
ACC,1987-11-25,N383AU,serious,0,1,1,reportunavailable,33.949726,-118.400009,LAX,us airways,boeing,no_damage,737
INC,1987-11-22,N121AA,none,0,0,0,reportunavailable,0.0,0.0,EWR,american,mcdonnell_douglas,no_damage,DC-10
INC,1987-11-01,"N806NY, N577PE",none,0,0,0,reportunavailable,0.0,0.0,EWR,continental,mcdonnell_douglas,no_damage,DC-8
INC,1987-10-27,"N375PA, N80617",none,0,0,0,reportunavailable,0.0,0.0,STX,american,boeing,no_damage,727
INC,1987-10-09,N413AA,none,0,0,0,failure general aviation aircraft visually identify transport aircraft facture contribute incident failure general aviaiton aircraft establish communication atc prior enter arsa maintain poor lookout,34.020915,-117.579444,ONT,american,mcdonnell_douglas,no_damage,DC-8
INC,1987-09-02,N844AA,minor,0,0,4,reportunavailable,27.960594,-82.48941,TPA,american,boeing,Minor,727
ACC,1987-08-25,N720DA,none,0,0,0,reportunavailable,0.0,0.0,ATL,delta,lockheed,Substantial,L-1011
INC,1987-07-07,N324DL,none,0,0,0,reportunavailable,38.19067,-84.859436,FFT,delta,boeing,no_damage,737
INC,1987-06-28,N146AP,minor,0,0,1,reportunavailable,36.080615,-115.13945,LAS,southwest,british_aircraft,Minor,BAE-146
INC,1987-06-19,N813PH,none,0,0,0,reportunavailable,47.439346,-122.279418,BFI,us airways,de_havilland,Minor,DASH-8
INC,1987-06-06,N105AA,none,0,0,0,reportunavailable,0.0,0.0,LAX,american,mcdonnell_douglas,Minor,DC-10
INC,1987-04-07,N7258U,none,0,0,0,reportunavailable,0.0,0.0,ORD,united,boeing,no_damage,727
ACC,1987-03-25,N128AA,serious,0,1,5,reportunavailable,0.0,0.0,ORD,american,mcdonnell_douglas,no_damage,DC-10
ACC,1987-03-10,N780AL,none,0,0,0,reportunavailable,0.0,0.0,BTV,us airways,boeing,Substantial,727
INC,1987-03-08,N236AA,none,0,0,0,reportunavailable,0.0,0.0,BWI,american,mcdonnell_douglas,no_damage,MD-80
ACC,1987-02-27,N356PS,none,0,0,0,failure company maintenance personnel adequately examine engine lubrication system contamination detect,36.640201,-119.910476,FAT,southwest,british_aircraft,Substantial,BAE-146
ACC,1987-02-12,N4718U,serious,0,3,16,reportunavailable,42.220287,-83.350776,DTW,united,boeing,no_damage,747
ACC,1986-11-13,N714DA,none,0,0,0,reportunavailable,0.0,0.0,EWR,delta,lockheed,Substantial,L-1011
INC,1986-07-06,N319US,none,0,0,0,reportunavailable,0.0,0.0,PIT,us airways,boeing,no_damage,737
ACC,1986-04-08,N9054U,minor,0,0,1,reportunavailable,0.0,0.0,ORD,united,boeing,Substantial,737
ACC,1986-03-12,N877AA,serious,0,1,1,reportunavailable,0.0,0.0,MEM,american,boeing,no_damage,727
ACC,1986-02-21,N961VJ,minor,0,0,1,reportunavailable,0.0,0.0,ERI,us airways,mcdonnell_douglas,Substantial,DC-9
ACC,1986-02-20,N17309,none,0,0,0,reportunavailable,39.740036,-104.859237,DEN,continental,boeing,Substantial,737
ACC,1986-01-19,N545PS,serious,0,1,7,reportunavailable,0.0,0.0,LAS,us airways,boeing,no_damage,727
INC,1986-01-09,N403DA,none,0,0,0,reportunavailable,35.029655,-90.009651,MEM,delta,boeing,Minor,727
INC,1986-01-03,N101AA,none,0,0,0,reportunavailable,42.220386,-83.350074,DTW,american,mcdonnell_douglas,no_damage,DC-10
ACC,1985-11-07,N1908,none,0,0,0,reportunavailable,41.150955,-95.919532,OMA,american,boeing,Substantial,727
INC,1985-10-25,N714DA,minor,0,0,1,reportunavailable,0.0,0.0,DFW,delta,lockheed,no_damage,L-1011
INC,1985-09-08,N1842U,minor,0,0,1,reportunavailable,0.0,0.0,IAD,united,mcdonnell_douglas,Minor,DC-10
INC,1985-09-08,N1300L,none,0,0,0,reportunavailable,26.659973,-80.089775,PBI,delta,mcdonnell_douglas,Minor,DC-8
INC,1985-07-02,N968BJ,serious,0,1,0,reportunavailable,0.0,0.0,BOS,us airways,mcdonnell_douglas,no_damage,DC-9
INC,1984-03-22,N88709,none,0,0,0,reportunavailable,39.730895,-104.919059,DEN,continental,boeing,no_damage,727
INC,1984-01-23,N8081U,none,0,0,0,reportunavailable,0.0,0.0,ORD,united,mcdonnell_douglas,Minor,DC-8
INC,1984-01-07,N876AA,none,0,0,0,reportunavailable,47.44012,-122.280494,SEA,alaska,boeing,Minor,727
ACC,1984-01-01,N104BB,none,0,0,0,reportunavailable,0.0,0.0,BOS,jetblue,canadair,Substantial,CL44D4
INC,1983-12-29,N2773,none,0,0,0,reportunavailable,0.0,0.0,OAK,american,boeing,Minor,707
INC,1983-12-09,N613UA,none,0,0,0,reportunavailable,39.730529,-104.979728,DEN,united,boeing,no_damage,767
INC,1983-11-09,N3512T,none,0,0,0,reportunavailable,39.7397,-104.860961,DEN,continental,mcdonnell_douglas,no_damage,DC-9
INC,1983-10-17,N2111J,none,0,0,0,reportunavailable,38.909046,-77.020729,DCA,us airways,british_aircraft,Minor,1-11/204/AF
INC,1983-09-23,N897AA,minor,0,0,2,reportunavailable,0.0,0.0,DFW,american,boeing,no_damage,727
INC,1983-06-03,N296AS,none,0,0,0,reportunavailable,45.529026,-122.679313,PDX,alaska,boeing,no_damage,727
INC,1983-03-30,N7441U,none,0,0,0,reportunavailable,0.0,0.0,DSM,united,boeing,Minor,727
ACC,1983-03-23,N7381F,serious,0,1,0,reportunavailable,42.859962,-106.770301,CPR,frontier,boeing,Minor,737
INC,1982-12-30,N137AA,minor,0,0,14,reportunavailable,33.479267,-116.100708,TRM,american,mcdonnell_douglas,no_damage,DC-10
INC,1982-12-26,N6810,none,0,0,0,reportunavailable,0.0,0.0,MEM,american,boeing,Minor,727
INC,1982-11-22,N846AA,none,0,0,0,reportunavailable,0.0,0.0,LIT,american,boeing,Minor,727
INC,1982-08-05,N7356F,none,0,0,0,reportunavailable,39.760715,-104.920181,DEN,frontier,boeing,Minor,737
ACC,1982-05-26,N1833U,minor,0,0,25,reportunavailable,37.780433,-122.420181,SFO,united,mcdonnell_douglas,Substantial,DC-10
ACC,1982-04-18,N32717,none,0,0,0,reportunavailable,30.259922,-97.739494,AUS,continental,boeing,Substantial,727
INC,1982-04-09,N7627U,none,0,0,0,reportunavailable,41.249683,-80.67031,YNG,united,boeing,Minor,727
ACC,1982-02-17,N4734,serious,0,1,1,reportunavailable,25.820653,-80.299713,MIA,american,boeing,Substantial,727
ACC,1982-02-03,N1814U,serious,0,1,0,reportunavailable,39.890972,-75.229644,PHL,united,mcdonnell_douglas,Minor,DC-10
