,event_type,event_date,tail_number,highest_injury_level,fatal_injury_count,serious_injury_count,minor_injury_count,probable_cause,latitude,longitude,airport_id,operator,make,aircraft_damage,model
1290,ACC,2000-03-21,N353SB,minor,0,0,1,"the captain's failure to follow standard operating procedure for landing on a contaminated ruway in that he touched down long, which combined with his delayed braking resulted in a runway overrun.  contributing factors were the captain's failure to maintain runway alignment following his disconnect of the autopilot, the gusty crosswind and the wet runway.  in addition, the following were contributing factors: (1) the airport operator's failure to fill in a ditch in the runway safety area, (2) the faa's granting of 14 cfr part 139 approval to the airport when the runway safety area (rsa) did not meet the recommended length for a part 139 airport, and (3) the faa's continued lack of acknowledgement to the airport of the inadequate rsa following their annual airport inspection checks.",31.085832,-97.686386,ILE,american,saab,Substantial,SAAB-340
1294,INC,2000-03-13,N516DA,none,0,0,0,failure of the right main landing gear to fully extend for undetermined reasons.,37.620277,-122.379997,SFO,delta,boeing,Minor,727
1298,INC,2000-03-07,N949AS,none,0,0,0,a delayed rotation during takeoff for an undetermined reason.,64.800003,-147.866104,FAI,alaska,mcdonnell_douglas,None,MD-83
1299,ACC,2000-03-05,N668SW,serious,0,2,42,the flight crew's excessive airspeed and flightpath angle during the approach and landing and its failure to abort the approach when stabilized approach criteria were not met. contributing to the accident was the controller's positioning of the airplane in such a manner as to leave no safe options for the flight crew other than a go-around maneuver.,34.170448,-118.340774,BUR,southwest,boeing,Destroyed,737
1311,ACC,2000-01-31,N963AS,fatal,88,0,0,"a loss of airplane pitch control resulting from the in-flight failure of the horizontal stabilizer trim system jackscrew assembly's acme nut threads. the thread failure was caused by excessive wear resulting from alaska airlines' insufficient lubrication of the jackscrew assembly.   contributing to the accident were alaska airlines' extended lubrication interval and the federal aviation administration's (faa) approval of that extension, which increased the likelihood that a missed or inadequate lubrication would result in excessive wear of the acme nut threads, and alaska airlines' extended end play check interval and the faa's approval of that extension, which allowed the excessive wear of the acme nut threads to progress to failure without the opportunity for detection. also contributing to the accident was the absence on the mcdonnell douglas md-80 of a fail-safe mechanism to prevent the catastrophic effects of total acme nut thread loss.",34.11005,-119.110557,LAX,alaska,mcdonnell_douglas,Destroyed,MD-83
1314,INC,1999-12-24,N305WA,none,0,0,0,improper assembly of the wheel during build up in the operator's maintenance facilities.,40.810379,-111.940048,SLC,delta,boeing,Minor,737
1324,INC,1999-11-02,N792AS,none,0,0,0,"the failure of the flight crew to provide a recommended landing traffic advisory, and the failure of flight service station personnel to provide a flight advisory to the arriving airplane concerning men and equipment operating on the runway.  factors in the incident were operations at an airport when the control tower was closed, and the failure of the snow plow driver to verify the eminent arrival of the airplane.",58.579456,-134.770935,AJN,alaska,boeing,None,737
1330,ACC,1999-10-05,N606FE,none,0,0,0,"a divergent, longitudinal oscillation of undetermined origin on the center landing gear, which caused a failure of the center landing gear lower drag brace during landing roll.",0.0,0.0,EWR,federal express,mcdonnell_douglas,Substantial,MD-11
1337,ACC,1999-09-12,N388UA,none,0,0,0,the lavatory service driver's failure to follow established company procedures and directives.  a factor in the accident was the airline's use of a one person pushback procedure.,33.949611,-118.399063,LAX,united,boeing,Substantial,737
1339,INC,1999-09-09,N993Z,minor,0,0,3,"a preexisting crack on the left main landing gear outer cylinder housing and the first officer's failure to maintain the proper rate of descent resulting in a hard landing on touchdown, and subsequent total failure and separation of the left main landing gear on landing rollout. contributing to the accident was the pilot-in-commands improper supervision of the first officer during the approach phase of the landing.",36.109184,-86.660255,BNA,southwest,mcdonnell_douglas,Minor,DC-9
1343,ACC,1999-08-13,N282AT,serious,0,1,0,the failure of the ramp service clerk to maintain clearance with the operating propeller.  a factor related to the accident the inattentiveness on the part of the clerk.,0.0,0.0,ORD,american,aerospatiale,None,ATR-42-300
1344,ACC,1999-08-07,N68058,none,0,0,0,"the inadequate design by the airplane manufacturer for using bolts to secure the inboard trailing edge flap that are susceptible to stress corrosion cracking.  also, the stress corrosion cracking failure of the four h-11 bolts that secure the left inboard trailing edge flap to the outboard hinge which allowed the separation of the flap and vane while on final approach.",35.030036,-89.929573,MEM,federal express,mcdonnell_douglas,Substantial,DC-10
1350,ACC,1999-07-15,N80057,none,0,0,0,"improper use of the flight controls by the captain trainee, and inadequate supervision by the check airman.",40.649963,-73.789947,JFK,american,airbus,Substantial,A300
1357,INC,1999-06-25,N450AA,none,0,0,0,"failure of the number three bearing.  the resulting oil leak from the bearing led to coke/carbon buildup, which resulted in chafing of the turbine's low-pressure compressor drive shaft on the rear compressor seal tube and subsequent fracture of the drive shaft.",32.93077,-117.010246,SAN,us airways,boeing,None,DC-8
1368,ACC,1999-05-08,N232AE,serious,0,1,0,"the pilot-in-command's failure to perform a missed approach as required by his company procedures.  factors were the pilot-in-command's improper in-flight decisions, the pilot-in-command's failure to comply with faa regulations and company procedures, inadequate crew coordination, and fatigue.",0.0,0.0,JFK,american,saab,Substantial,SAAB-340
1375,ACC,1999-03-17,N17321,serious,0,1,0,the flight attendant's failure to follow cabin door opening procedures.,0.0,0.0,EWR,continental,boeing,None,737
1376,INC,1999-03-11,N8873Z,none,0,0,0,NA,0.0,0.0,CYYC,delta,boeing,Minor,727
1387,INC,1999-02-05,N934AS,none,0,0,0,the restricted/delayed movement of the elevator flight control due to extremely cold weather conditions.,64.800003,-147.866104,FAI,alaska,mcdonnell_douglas,None,MD-82
1393,ACC,1999-01-13,N785AT,serious,0,1,0,inadequate counterbalancing to compensate for the weight of the cargo door.,40.770568,-73.869728,LGA,american,boeing,None,727
1396,ACC,1998-12-22,N269FE,none,0,0,0,snow removal not done by other person.,39.850994,-104.700347,DEN,federal express,boeing,Substantial,727
1397,ACC,1998-12-17,N47AE,none,0,0,0,the crew's failure to execute a missed approach and the flying pilot's (captain) failure to maintain directional control upon touchdown with a seven degree left bank and a right quartering tailwind.  factor's were the snow covered runway/landing area and the night conditions.,44.749042,-85.600631,TVC,american,aerospatiale,Substantial,ATR-42-300
1398,INC,1998-12-15,N327DL,none,0,0,0,"a discharged battery due to a loss of electrolyte, and the latent shorted failures of the no. 1 and 2 generator control unit (gcu) blocking diodes (cr910) for undetermined reasons. these failures resulted in an excessive current drawn from both gcus, during the flight crew's attempt to start the auxiliary power unit, that caused the immediate overload (opening) of the ac power supply input fuses (por fuses) internal to each gcu, and subsequent loss of the no.1 and 2 generators; complete discharge of the battery, and subsequent total loss of electrical power. contributing to the incident was the incorrect reading of the cockpit dc voltmeter (read higher than actual reading) allowing the flight crew to depart with an unreliable (discharged) battery.",28.419565,-81.300033,MCO,delta,boeing,Minor,737
1405,INC,1998-11-08,N811DE,none,0,0,0,"failure of the company's maintenance personnel to follow the aircraft's maintenance manual which resulted in a cargo bin fire.  contributing to the severity of the incident was the failure of the mechanic to safety the circuit breaker, and the cut/severed electrical wiring.",0.0,0.0,ATL,delta,mcdonnell_douglas,Minor,MD-11
1406,INC,1998-11-06,N12318,none,0,0,0,"a loss of torque on the apex nut of the shimmy damper for undetermined reason(s), which resulted in a failure of the shimmy damper, and the subsequent failure of the lower torsion link of the right main landing gear.",0.0,0.0,EWR,continental,boeing,Minor,737
1411,INC,1998-10-21,N581FE,none,0,0,0,a jammed spoiler control pulley system caused by a shop rag left in an area of recent maintenance.  neither the maintenance organization nor the mechanic responsible could be determined.,21.350475,-157.880874,HNL,federal express,boeing,None,MD-11
1416,ACC,1998-10-07,N66734,none,0,0,0,"the catastrophic failure of the 8th stage high pressure compressor disk from cadmium embrittlement as a result of improper adherence to the prescribed plating procedures and requirements by the company that last plated the disk. contributing to the accident was the failure of the engine repair company to provide adequate surveillance and oversight of the plating company, the engine repair companies use of an unauthorized repair vendor, the plating company, and the engine repair companies failure to inform the aircraft operator that they had used the plating company which was not on the aircraft operators vendor list. also contributing to the accident was the aircraft operators failure to audit the engine repair company to the level of detail that they would have discovered the engine repair company was using an unauthorized repair vendor.",0.0,0.0,MIA,continental,boeing,Substantial,727
1417,ACC,1998-10-04,N1200K,serious,0,1,0,NA,0.0,0.0,BGR,delta,boeing,None,767
1423,ACC,1998-09-17,N233RM,serious,0,1,0,the wake turbulence encountered by flight 146.,0.0,0.0,ORD,american,aerospatiale,None,ATR-42-300
1431,INC,1998-08-08,N831L,none,0,0,0,"the airport personnel's failure to properly mark the ditch hazard and the taxiway boundaries surrounding it, and, the captain's failure to maintain a situational awareness of his location with respect to the taxiway layout.  the dark night lighting condition was a factor.",0.0,0.0,LAS,delta,boeing,Minor,727
1436,INC,1998-07-25,N9620D,minor,0,0,1,the failure of the flight crew to maintain clearance from the sweeper truck.  a factor in the incident was the sweeper truck.,38.629638,-90.189483,STL,southwest,mcdonnell_douglas,Minor,MD-83
1440,INC,1998-07-09,N80057,minor,0,0,28,"an in-flight engine fire resulting from (1) the failure of the engine overhaul facility to install, and the failure of american airlines to ensure installation of, the proper adapter bolt inserts to preclude fuel leakage and the failure of the engine overhaul facility to notify the aircraft operator and the engine manufacturer, and request correction, of an error in service bulletin (sb) 72-743; and (2) and the failure of general electric aircraft engines to specify the proper adapter bolt insert and to correct sb 72-743 after notification of the error.  contributing to the severity of the incident were (1) the flight crew's failure immediately to complete the in-flight engine fire procedures and (2) the failure of airbus industrie and american airlines to provide all necessary information in the in-flight engine fire procedures.",0.0,0.0,SJU,american,airbus,Minor,A300
1463,ACC,1998-03-11,N730C,none,0,0,0,"the failure of the golf cart's driver to shutdown the engine and set the parking brake before exiting, which resulted in an unmanned runaway cart.",32.319667,-95.30091,TYR,us airways,fairchild,Substantial,SA227-AC
1476,ACC,1998-01-21,N15827,minor,0,0,1,the improper overhaul of lug holes on the fuel/oil heat exchanger.  a factor was the lack of direction contained in the manufacturer's overhaul manual for working with the lug holes.,0.0,0.0,BDL,continental,aerospatiale,Substantial,A320
1485,INC,1997-12-15,N90070,none,0,0,0,"the pilot's improper recovery from a bounced landing, compounded by the automatic deployment of the ground spoilers on main wheel spin-up, resulting in a pitch angle beyond the tail strike pitch angle of the airplane, which led to the tail contacting the runway.",0.0,0.0,MBJ,american,airbus,Minor,A300
1495,INC,1997-10-04,N129SW,none,0,0,0,"an improper repair to a crack in a brake flange hole on the left main landing gear outboard axle, and subsequent fatigue failure of the axle.",41.780765,-87.769241,MDW,southwest,boeing,Minor,737
1498,INC,1997-09-27,N13331,none,0,0,0,"separation of the absb-4 aileron bus cable, resulting in reduced lateral controllability of the aircraft.  related factors were wear in the cable and inadequate inspection of the cable by company maintenance personnel.",47.44094,-122.310745,SEA,continental,boeing,None,737
1501,INC,1997-09-24,N205AU,minor,0,0,1,"the captain's failure to maintain directional control during landing roll.  factors were the loss of hydraulic pressure in the 'a' hydraulic system, the thrust reverser failure on the number one engine, and flight crew coordination not being maintained.",40.620384,-111.709197,SLC,frontier,boeing,Minor,737
1504,ACC,1997-09-01,N951AS,minor,0,0,19,"fatigue failure of the nose landing gear upper lock link, due in part to reduced strength after the manufacturing process was changed from forged to machined plate stock; and inadequate non-destructive inspection process for testing the link.",47.439662,-122.279365,SEA,alaska,mcdonnell_douglas,Substantial,DC-8
1505,INC,1997-08-24,N862PA,none,0,0,0,separation of the landing gear tire tread and subsequent ingestion of the tread into the intake of the engine.,33.950813,-118.400291,LAX,american,airbus,Minor,A300
1512,ACC,1997-07-31,N611FE,minor,0,0,5,the captain's overcontrol of the airplane during the landing and his failure to execute a go-around from a destabilized flare. contributing to the accident was the captain's concern with touching down early to ensure adequate stopping distance.,0.0,0.0,EWR,federal express,mcdonnell_douglas,Destroyed,MD-11
1534,INC,1997-05-13,N313AE,none,0,0,0,compressor stalls of both engines due to in-service compressor contamination.  factors in the compressor stall of the right engine were an atmospheric temperature inversion and a transient fuel flow condition produced when the constant thrust on takeoff (ctot) system was disabled by the pilot's inadvertent movement of the right engine power lever during execution of the emergency procedure.,35.249809,-120.620056,SBP,southwest,saab,None,SAAB-340
1536,INC,1997-05-11,N16618,none,0,0,0,"the flightcrew's inadequate in-flight planning and decision, and their failure to refer to the navaids needed for the instrument approach procedure.  a factor was the lack of a minimum safe altitude warning from approach control.",27.799831,-97.390625,NGW,continental,boeing,None,737
1539,ACC,1997-05-04,N217US,serious,0,1,0,the flight attendant's failure to assure that the jetway was placed in the proper position prior to opening the forward cabin entry door.,39.850872,-104.699676,DEN,frontier,boeing,None,737
1555,INC,1997-03-18,N12508,none,0,0,0,"the failure of company maintenance personnel to perform a proper inspection of the combustion chamber outer case, thus allowing a detectable crack to grow to a length at which the case ruptured.",29.990869,-95.349754,IAH,continental,mcdonnell_douglas,Minor,DC-9
1558,ACC,1997-03-05,N275AA,minor,0,0,3,"the pilot in command did not maintain control while utilizing the full auto-land system.  factors to this accident were a contaminated runway, a crosswind, and inadequate guidance provided in the aircraft manual.",41.430133,-81.82048,CLE,american,mcdonnell_douglas,Substantial,DC-8
1567,ACC,1997-02-06,N41063,none,0,0,0,"the captain failed to establish and maintain a stabilized approach (or perform a go-around), and applied excessive pitch rotation during the subsequent recovery from a bounced landing, resulting in a tail strike.  a factor contributing to the accident was the operator's inadequate procedures to address corrective actions if an approach becomes unstabilized.",0.0,0.0,TAPA,american,airbus,Substantial,A300
1585,INC,1996-11-23,N3507A,minor,0,0,3,the failure of the low pressure turbine shaft.  a factor was the coke build up on the low pressure turbine shaft.,0.0,0.0,DFW,american,mcdonnell_douglas,Minor,MD-82
1589,INC,1996-11-11,N918DL,none,0,0,0,the pilot's failure to follow checklist procedures and extend the spoilers.,0.0,0.0,CLE,delta,mcdonnell_douglas,Minor,MD-88
1592,ACC,1996-10-29,N244AA,serious,0,1,2,failure of the nose landing gear upper lock link.,40.650756,-73.790481,JFK,american,mcdonnell_douglas,Minor,MD-80
1594,ACC,1996-10-19,N914DL,minor,0,0,3,"the safety board's full report is available at www.ntsb.gov/publictn/publictn.htm.  ntsb report aar-97/03.the inability of the captain, because of his use of monovision contact lenses, to overcome his misperception of the airplane's position relative to the runway during the visual portion of the approach. this misperception occurred because of visual illusions produced by the approach over water in limited light conditions, the absence of visible ground features, the rain and fog, and the irregular spacing of the runway lights. contributing to the accident was the lack of instantaneous vertical speed information available to the pilot not flying, and the incomplete guidance available to optometrists, aviation medical examiners, and pilots regarding the prescription of unapproved monovision contact lenses for use by pilots. (ntsb report aar-97/03)",40.769378,-73.869804,LGA,delta,mcdonnell_douglas,Substantial,MD-88
1595,ACC,1996-09-20,N320AE,serious,0,1,0,"the passenger fell for undetermined reasons, while disembarking from the airplane.",35.410461,-94.379951,FSM,southwest,saab,None,SAAB-340
1605,ACC,1996-07-11,N744BA,serious,0,1,0,"the passenger inadvertently lost his balance and fell, while deplaning.",0.0,0.0,PVD,us airways,saab,None,SAAB-340
1609,ACC,1996-07-01,N335AE,none,0,0,0,the manufacturer's inadequate procedure for manufacturing the number two turbine disk.,0.0,0.0,DFW,southwest,saab,Substantial,SAAB-340
1612,INC,1996-06-20,N136DL,none,0,0,0,"failure of maintenance personnel to properly disconnect (disengage) the right integrated drive generator (idg) in compliance with the mel dispatch procedure, which allowed the right idg to overheat.  factors relating to the incident were: low oil pressure in the right idg, and insufficiently defined company developed dispatch procedure.",40.809806,-111.939697,SLC,delta,boeing,Minor,767
1617,ACC,1996-06-06,"N371UA, N335AA",none,0,0,0,"inadequate visual lookout by the united airlines tug driver during the pushback operation.  contributing factors were: the driver's reduced ability to observe the american b-767 due to the nighttime condition, and united airlines management's failure to ensure that safety procedures were followed.",37.609786,-122.380699,SFO,united,boeing,Substantial,737
1618,INC,1996-06-05,N224AA,minor,0,0,5,"the flightcrew's inadvertent encounter with windshear at low altitude.  factors were: variable winds, high density altitude, and the faa's inadequate location/height of the llwas sensor.",0.0,0.0,ABQ,american,mcdonnell_douglas,Minor,DC-8
1625,ACC,1996-05-16,N614FE,minor,0,0,1,"the pilot's improper in-flight planning/decision, which allowed the airplane (md-11) to encounter wake turbulence from a larger/heavy jet airplane (boeing 747), while on a short final approach for landing on a close-by/parallel runway with a staggered threshold. factors relating to the accident were the staggered/off-set runway thresholds, which positioned the normal approach path of runway 24r below that of runway 24l; the steeper than normal final approach path; and the left crosswind, which resulted in wake turbulence drifting from the boeing 747's approach path to the md-11's approach path.",61.160198,-149.989562,ANC,federal express,mcdonnell_douglas,Substantial,MD-11
1640,INC,1996-02-20,N832BE,none,0,0,0,"the copilot's failure to compensate for wind conditions, resulting in excessive airspeed, and his failure to attain the proper runway touch down point. factors were inadequate dispatch procedures and the captain's improper inflight planning/decision in that runway conditions were not requested or obtained; a tail wind, a wet downhill runway, hydroplaning conditions, and the captain's failure to adequately supervise the copilot.",39.529449,-107.769226,RIL,us airways,british_aircraft,None,BAE-146
1643,ACC,1996-02-20,N125DL,serious,0,1,3,"the passenger's unsuccessful (improper) evacuation of the aircraft.  the malfunctioning apu was a related factor in that it torched and produced smoke, due to a faulty fuel control unit and/or gearbox shutoff valve, thereby prompting an emergency evacuation of the aircraft.",45.439971,-122.759918,PDX,delta,boeing,None,767
1645,ACC,1996-02-20,"N622DL, N524UA",none,0,0,0,"inadequate visual lookout by the flightcrew of the delta boeing 757, n622dl, and their failure to follow procedures and directives by not closely following the ramp marshals' signals.",64.810485,-147.720779,FAI,delta,boeing,Minor,757
1646,ACC,1996-02-19,N10556,minor,0,0,12,"the captain's decision to continue the approach contrary to continental airlines (coa) standard operating procedures that mandate a go-around when an approach is unstabilized below 500 feet or a ground proximity warning system alert continues below 200 feet above field elevation. the following factors contributed to the accident: (1) the flightcrew's failure to properly complete the in-range checklist, which resulted in a lack of hydraulic pressure to lower the landing gear and deploy the flaps; (2) the flightcrew's failure to perform the landing checklist and confirm that the landing gear was extended; (3) the inadequate remedial actions by coa to ensure adherence to standard operating procedures; and (4) the federal aviation administration's inadequate oversight of coa to ensure adherence to standard operating procedures. (ntsb report aar-97/01)",29.690853,-95.430831,IAH,continental,mcdonnell_douglas,Substantial,DC-9
1647,ACC,1996-02-04,N957DL,minor,0,0,1,failure of the pilot to maintain sufficient airspeed to properly flare the airplane during the landing.,39.850791,-104.700622,DEN,delta,mcdonnell_douglas,Substantial,MD-88
1653,ACC,1995-12-29,N306DL,none,0,0,0,"failure of the tug driver, who was towing the lockheed l-1011, to ensure that clearance was maintained from the boeing 737, which was standing.",0.0,0.0,ATL,delta,boeing,Substantial,737
1656,INC,1995-12-19,N925L,none,0,0,0,"loss of induction air into the engine inlets resulting in simultaneous loss of power on both engines.  factors relating to this incident were: disconnection of the airplane's hydraulic pumps and generators, slush on the runway and the hydroplaning condition.",38.929084,-94.490547,STL,southwest,mcdonnell_douglas,None,DC-9
1667,INC,1995-10-30,N508SW,minor,0,0,1,the flying pilot's inadvertent exposure to an unidentified ground-based laser beam.  a factor in the incident is the lack of appropriate standards by the faa and fda for laser light exposure levels to aircrew in navigable airspace.,36.080738,-115.140838,LAS,southwest,boeing,None,737
1679,ACC,1995-08-17,N742BA,none,0,0,0,"the failure of a titanium hydraulic line, which resulted in an uncontained hydraulic fluid wing fire.  a factor was the use of a procedure by the operator, approved by the faa, but not approved by the airplane manufacturer, which resulted in compartment temperatures reaching 204 degrees c, where the failed line sprayed the hydraulic fluid.",39.890922,-75.229141,PHL,us airways,saab,Substantial,SAAB-340
1681,ACC,1995-08-05,N764AT,none,0,0,0,the failure of the ground crew to follow procedures/directives requiring that the airplane brakes be set before disconnecting the tow bar from the airplane.,28.419895,-81.300964,MCO,american,boeing,Substantial,727
1685,ACC,1995-07-28,"N675AA, N31DB",none,0,0,0,"failure of the flightcrews of the boeing 737, n675aa, and the cessna 401, n31db, to see and avoid each other. factors were: the failure of 737 flightcrew to respond to the traffic advisory given by the ground controller identifying potentially conflicting traffic, and the failure of the ground controller to issue sequencing instructions to both aircraft.",32.830383,-96.850013,DAL,southwest,boeing,Minor,737
1686,INC,1995-07-25,N833BE,none,0,0,0,"the aileron interconnect became uncoupled, when an abrupt and/or large aileron movement was made in response to a wake turbulence encounter, while on a vor approach with the autopilot engaged.  a factor relating to the incident was: inadequate in-flight planning/decision by the aircrew, which allowed the wake turbulence encounter.",40.650947,-73.789459,JFK,us airways,british_aircraft,None,RJ-70
1736,INC,1994-11-26,N14336,none,0,0,0,the failure of maintenance personnel to follow the taxi checklist resulting in the hydraulic pumps not being turned on.,29.76057,-95.379623,IAH,continental,boeing,Minor,737
1739,ACC,1994-11-23,"N954U, N441KM",fatal,2,0,0,"the cessna 441 pilot's mistaken belief that his assigned departure runway was runway 30r, which resulted in his undetected entrance onto runway 30r, which was being used by the md-82 for its departure. contributing to the accident was the lack of automatic terminal information service and other air traffic control (atc) information regarding the occasional use of runway 31 for departure. the installation and utilization of airport surface detection equipment (asde-3), and particularly asde-3 enhanced with the airport movement area safety system (amass), could have prevented this accident. (ntsb report aar-95/05)",0.0,0.0,STL,southwest,mcdonnell_douglas,Substantial,DC-8
1744,INC,1994-09-28,N603FE,none,0,0,0,right inboard flap vane component separation due to undetermined reasons.,61.159744,-149.989593,ANC,federal express,mcdonnell_douglas,Minor,MD-11
1748,INC,1994-08-19,N954AS,minor,0,0,6,"failure of the area supervisor/departure controller (supvr/ctlr) to stay at his radar position and ensure that required communications were maintained.  factors related to the incident were: failure of the local tower controller instruct the flightcrew of asa601 (n954as) to contact departure control, failure of the arrival/departure controllers to issue traffic advisories, supervisor/departure controller's diverted attention, and intermittent operation of the transponder in the mooney, thus not activating the tcas of asa601.",39.48096,-119.740158,RNO,alaska,mcdonnell_douglas,None,MD-82
1751,INC,1994-07-08,N83873,none,0,0,0,failure of the right main landing gear torque link assembly and shimmy dampener for unknown reasons.,0.0,0.0,DEN,continental,mcdonnell_douglas,Minor,MD-80
1759,INC,1994-05-12,N254AE,none,0,0,0,the pilot's inability to retard the power levers during a rejected takeoff due to his failure to perform the emergency procedures in accordance with the aircraft operating manual. a factor was the illumination of the configuration light as result of insufficient rebound on the right condition lever while placed in the full forward position.,0.0,0.0,TXK,southwest,saab,Minor,SAAB-340
1761,INC,1994-05-01,N890US,none,0,0,0,the improper rigging of the nose wheel steering system by company maintenance personnel.,35.230014,-80.9104,CLT,us airways,fokker,Minor,FOKKER-100
1769,ACC,1994-03-02,N18835,minor,0,0,30,"the failure of the flightcrew to comply with checklist procedures to turn on an operable pitot/static heat system, resulting in ice and/or snow blockage of the pitot tubes that produced erroneous airspeed indications, and the flightcrew's untimely response to anomalous airspeed indications with the consequent rejection of takeoff at an actual speed of 5 knots above v1. (ntsb report aar-95/01)",40.769416,-73.870567,LGA,continental,mcdonnell_douglas,Substantial,MD-82
1774,INC,1994-02-09,N408PE,none,0,0,0,"an inadequate procedure for handling of wheel chocks by company maintenance and operations personnel. factors associated with this accident were an inadequate inspection of the airplane by company maintenance personnel, and an inadequate pre-flight inspection by the co-pilot.",0.0,0.0,ORD,continental,boeing,Minor,737
1778,INC,1994-01-19,N857AW,none,0,0,0,an internal failure of the auxiliary power unit.,41.719875,-86.329025,SBN,united,british_aircraft,None,ATP
1780,INC,1994-01-01,N648UA,none,0,0,0,emergency procedure initiated by an unqualified person.,25.929855,-80.139602,MIA,united,boeing,None,767
1782,INC,1993-12-06,N16982,none,0,0,0,the separation of the right outboard translating cowl on the #2 engine thrust reverser as a result of inadequate bonding material.,0.0,0.0,EWR,continental,airbus,Minor,A300
1783,ACC,1993-11-15,N16762,none,0,0,0,"the captain's failure to assure that the landing gear was extended for landing. factors related to the accident were: traffic alert distractions, the flight crew's failure to use the checklist, and inadequate company systems training.",0.0,0.0,ORD,continental,boeing,Substantial,727
1785,INC,1993-10-19,N41063,none,0,0,0,a separation of the number 6 stage high pressure compressor disk for an undetermined reason.,0.0,0.0,LAX,american,airbus,Minor,A300
1794,ACC,1993-09-03,N913DL,serious,0,1,0,the cabin attendant did not follow published procedures.,0.0,0.0,LEX,delta,mcdonnell_douglas,None,MD-88
1798,ACC,1993-08-02,N508UA,none,0,0,0,"the first officer's improper recovery from a bounced landing.  factors were:  the first officer's delayed initiation of the flare, and the captain's improper supervision of the flight.",39.759689,-104.920883,DEN,united,boeing,Substantial,757
1805,INC,1993-06-18,N467AA,none,0,0,0,"leakage of the number 7 fuel nozzle, which resulted in an in flight engine fire.",0.0,0.0,SAV,american,mcdonnell_douglas,Minor,DC-8
1809,INC,1993-05-07,N867US,minor,0,0,1,the improper installation of the spacers by the mechanic and the unclear information supplied from the manufacturer and operator regarding the installation of the spacers.,0.0,0.0,PIT,us airways,fokker,Minor,FOKKER-100
1815,ACC,1993-04-26,N14816,none,0,0,0,an inflight encounterwith a microburst at an altitude insufficient to effect recovery.,39.76054,-104.920776,DEN,continental,mcdonnell_douglas,Substantial,DC-8
1818,ACC,1993-04-14,N139AA,serious,0,2,38,the national transportation safety board determines that the probable cause of the accident was the failure of the captain to use proper directional control techniques to maintain the airplane on the runway.,0.0,0.0,DFW,american,mcdonnell_douglas,Substantial,DC-10
1823,INC,1993-03-23,N107FE,none,0,0,0,"the pilot's misunderstanding of landing runway, and the failure of the local controller to adequately monitor the progress of the flight. factors which contributed to the incident were: the failure of tower personnel to notify tracon of the atis change, the local controller performing ground controller duties, and the pilot's expectation to land on runway 4l as a result of the atis.",0.0,0.0,EWR,federal express,boeing,None,727
1826,INC,1993-03-15,N14212,none,0,0,0,"inadequate maintenance/inspection by company maintenance personnel, the manufacturer's inadequate inspection and/or replacement procedures for the aileron cables, and subsequent failure of the 'down' aileron control cable due to wear.",0.0,0.0,EWR,continental,boeing,None,737
1827,INC,1993-03-13,N895US,none,0,0,0,"failure of the company station manager to follow proper dispatch procedures, and ice accumulation on the nose gear locking mechanism.  factors related to the incident were: wet snow (slush) on the runway at the departure airport, and inadequate design which allowed ice to render the nose gear downlock system inoperative.",0.0,0.0,ORD,us airways,fokker,Minor,FOKKER-100
1832,ACC,1993-03-05,N175RA,serious,0,1,0,an encounter with turbulence during final approach. a factor related to the accident was that the flight attendant was not seated with a seat belt fastened.,39.88964,-75.229316,PHL,southwest,de_havilland,None,DASH-8
1834,ACC,1993-02-23,N678DL,none,0,0,0,the improper use of elevator flight control during the landing by the pilot in command.,26.089633,-80.149063,FLL,delta,boeing,Substantial,757
1836,INC,1993-02-13,N403PE,none,0,0,0,"the pilot in command's excessive airspeed during approach, and his failure to follow the proper braking procedures during landing as per company training.  factors contributing to the accident include a tailwind and a wet, downhill runway.",0.0,0.0,PWM,continental,boeing,None,737
1837,INC,1993-02-11,N79771,none,0,0,0,"the pilot's disorientation while taxiing, resulting in a runway incursion. factors contributing to the incident were: the failure of the flight crew to communicate with the atc ground controller to verify their position; the inadequate crew coordination; and the dark night light conditions.",0.0,0.0,EWR,continental,boeing,None,727
1841,INC,1993-01-10,N7532A,minor,0,0,5,the inaccurate safety advisory provided by the tower operator. a factor was the emergency evacuation,0.0,0.0,DFW,american,mcdonnell_douglas,None,DC-8
1847,ACC,1992-12-08,N516AU,fatal,1,0,0,"a lack of adequate clearance between the walker and tug which resulted in the walker being struck by the tug when he fell for unknown reason(s).  a factor related to the accident was the lack of a policy to stay clear of the tug, towbar, and nosewheel of the airplane, while pushback operations are in motion.",40.769039,-73.869537,LGA,us airways,boeing,None,737
1852,INC,1992-10-12,N586US,none,0,0,0,"the high cycle fatigue failure of blades on the stage 1 high pressure compressor, which resulted in blade fracture and subsequent internal engine damage and fire.",0.0,0.0,PIT,us airways,boeing,None,737
1860,INC,1992-08-21,N748UP,none,0,0,0,failure of the aircraft operator maintenance personnel to adequately lubricate and seal the main landing gear bogie beam swivel joint as required by manufacturer and operator maintenance program requirements. this allowed moisture to enter the swivel joint and cause corrosion damage which caused stress corrosion cracking and failure of the swivel joint lugs. contributing to the incident was lack of clear instructions in the operators maintenance program regarding lubrication of the swivel joint.,0.0,0.0,MIA,united,mcdonnell_douglas,Minor,DC-8
1861,INC,1992-08-14,N956DL,none,0,0,0,the loss of engine power due to the fracture of a fan blade resulting from a manufacturing defect.,0.0,0.0,DFW,delta,mcdonnell_douglas,Minor,MD-88
