NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N,HasSafetyRec,ReportType,OriginalPublishDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,ReportStatus,RepGenFlag,DocketUrl,DocketPublishDate
LAX89LA144,ACC,26365,1989-04-03T01:17:00Z,LOS ANGELES,California,United States,,N645US,FALSE,DirectorBrief,1990-05-22T04:00:00Z,Serious,0,2,1,THE FIRST OFFICER DID NOT PROPERLY EVACUATE THE AIRPLANE.,,34.059459,-118.239334,BOEING,767-201,AIR,LAX,LOS ANGELES,FALSE,2,SCHD,UNK,121,None,VMC,PIEDMONT AIRLINES,Completed,FALSE,,
NYC89IA107,INC,36309,1989-03-24T13:15:00Z,ALBANY,New York,United States,,N163DD,FALSE,DirectorBrief,1992-08-26T04:00:00Z,None,0,0,0,THE CREW'S FAILURE TO USE FULL ENGINE ANTI-ICE SYSTEMS WHICH RESULTED IN ICE BLOCKING THE ENGINE INLETS.,,42.699283,-73.759429,Short Brothers,SD3-60,AIR,,,FALSE,2,SCHD,UNK,121,None,VMC,COMMAND AIRWAYS,Completed,FALSE,,
FTW89IA070,INC,22800,1989-03-23T08:48:00Z,HOUSTON,Texas,United States,,N447AA,TRUE,DirectorBrief,1992-08-26T04:00:00Z,None,0,0,0,CREW'S FAILURE TO FOLLOW TAXI INSTRUCTIONS AND TO INSURE THAT THEY WERE ON THE PROPER RUNWAY PRIOR TO INITIATION OF THE TAKEOFF ROLL.,,29.650653,-95.280067,MCDONNELL DOUGLAS,DC-9,AIR,HOU,WILLIAM P. HOBBY,FALSE,2,SCHD,UNK,121,Minor,VMC,AMERICAN AIRLINES,Completed,FALSE,,
DEN89IA089,INC,17617,1989-03-21T20:29:00Z,SAN ANTONIO,Texas,United States,,"N728, XAMXE",FALSE,DirectorBrief,1992-09-30T04:00:00Z,None,0,0,0,FAILURE OF THE ARTCC CONTROLLER TO ASSURE THAT THE AIRCRAFT MAINTAINED IFR SEPARATION STANDARDS.  THE CONTROLLER'S HEAVY WORKLOAD WAS A RELATED FACTOR.,,0,0,"BOEING, BOEING","727-200A, 727-200","AIR,AIR",,,"FALSE,FALSE","3,3",SCHD,"UNK,UNK","121,129","None,None",Unknown,"AMERICAN AIRLINES,MEXICANA AIRLINES",Completed,FALSE,,
DCA89MA035,ACC,15918,1989-03-18T04:16:00Z,SAGINAW,Texas,United States,AAR9002,N931F,TRUE,Report,1991-06-10T04:00:00Z,Fatal,2,0,0,"THE LOSS OF CONTROL OF THE AIRPLANE FOR UNDETERMINED REASONS FOLLOWING THE INFLIGHT OPENING OF THE IMPROPERLY LATCHED CARGO DOOR.  CONTRIBUTING TO THE ACCIDENT WERE: INADEQUATE PROCEDURES USED BY EVERGREEN AIRLINES AND APPROVED BY THE FAA FOR PREFLIGHT VERIFICATION OF CARGO DOOR SECURITY, EVERGREEN'S FAILURE TO MARK PROPERLY THE AIRPLANE'S EXTERNAL CARGO DOOR LOCKPIN MANUAL CONTROL HANDLE, AND THE FAILURE OF MCDONNELL DOUGLAS TO PROVIDE FLIGHTCREW GUIDANCE AND EMERGENCY PROCEDURES FOR AN INFLIGHT OPENING OF THE CARGO DOOR.  ALSO CONTRIBUTING TO THE ACCIDENT WAS THE FAILURE OF THE FAA TO MANDATE MODIFICATION TO THE DOOR-OPEN WARNING SYSTEM FOR DC-9 CARGO-CONFIGURED AIRPLANES, GIVEN THE PREVIOUS KNOWN OCCURRENCES OF INFLIGHT DOOR OPENINGS.",,0,0,McDonnell Douglas,DC-9-33F,AIR,FWH,CARSWELL AFB,FALSE,2,NSCH,,121,Destroyed,VMC,,Completed,FALSE,,
DCA89MA034,ACC,15917,1989-03-17T14:00:00Z,OAKLAND,California,United States,,N12318,FALSE,DirectorBrief,1992-06-26T04:00:00Z,None,0,0,0,"IGNITION OF PUDDLED FUEL FROM A BLOCKED COMBUSTOR DRAIN LINE, AND A SLOW START DURING WHICH FUEL WAS MISTED AND BLOWN OUT THE TAIL PIPE. AN EXISTING TAILWIND AT THE GATE ALLOWED THE FUEL TO WET THE TAIL SURFACES AND BE IGNITED DURING THE APU START. THE OPERATOR CONFIRMED USING RTV MATERIAL IN THE APU BUILDUP PROCESS AT THEIR FACILITY.",,0,0,BOEING,737-300,AIR,OAK,OAKLAND INTL,FALSE,2,SCHD,UNK,121,Substantial,VMC,,Completed,FALSE,,
CHI89MA057,ACC,14429,1989-03-15T09:26:00Z,WEST LAFAYETTE,Indiana,United States,,N128MP,TRUE,DirectorBrief,1990-09-14T04:00:00Z,Fatal,2,0,0,"A LOSS OF CONTROL DUE TO THE IMPROPER INFLIGHT DECISIONS BY THE CREW AND THE UNDETECTED ACCUMULATION OF ICE ON THE LEADING EDGE OF THE HORIZONTAL STABILIZER, DURING FLIGHT IN A FORWARD CENTER OF GRAVITY CONDITION AND EXACERBATED BY THE EXTENSION OF FULL LANDING FLAPS.",,40.440299,-86.910743,NIHON,YS-11A-600,AIR,LAF,PURDUE UNIVERSITY AIRPORT,FALSE,2,NSCH,UNK,121,Destroyed,VMC,MID PACIFIC AIRLINES,Completed,FALSE,,
FTW89IA067,INC,22799,1989-03-14T10:12:00Z,GREENVILLE,Texas,United States,,N511DA,FALSE,DirectorBrief,1992-08-26T04:00:00Z,Minor,0,0,7,"FALSE FIRE WARNING, WHICH RESULTED FROM (1) CONTAMINANTS ON HARDWARE AT ONE END OF THE FIRE DETECTION LOOP; AND (2) AN ELECTRICAL SHORT ON BOTH ELEMENTS OF THE LOOP.",,33.189849,-96.109138,BOEING,727-232,AIR,GVT,MAJORS FLD,FALSE,3,SCHD,UNK,121,None,VMC,,Completed,FALSE,,
ATL89IA099,INC,7928,1989-03-09T19:13:00Z,DAYTON,Ohio,United States,,N217US,FALSE,DirectorBrief,1992-08-26T04:00:00Z,None,0,0,0,AN EXCESSIVELY WORN OUTFLOW VALVE IN THE CABIN EVIRONMENTAL/PRESSURIZATION SYSTEM THAT RESULTED IN A RAPID CABIN DEPRESSURIZATION.,,0,0,BOEING,737-201,AIR,,,FALSE,2,SCHD,UNK,121,None,Unknown,,Completed,FALSE,,
CHI89IA054,INC,14281,1989-03-07T20:59:00Z,CHICAGO,Illinois,United States,,N366MQ,FALSE,DirectorBrief,1992-10-08T04:00:00Z,None,0,0,0,THE PIC FOLLOWED A CLEARANCE INTENDED FOR ANOTHER AIRPLANE.,,0,0,SHORT BROTHERS,SD360,AIR,ORD,O'HARE INTL,FALSE,2,SCHD,UNK,121,None,VMC,SIMMONS AIRLINES,Completed,FALSE,,
FTW89IA064,INC,22797,1989-03-01T11:37:00Z,HOUSTON,Texas,United States,,"N820NY, N918TW",FALSE,DirectorBrief,1992-06-30T04:00:00Z,None,0,0,0,"FAILURE OF THE TRACON FINAL APPROACH CONTROLLER TO ASSURE RADAR SEPARATION BETWEEN THE AIRCRAFT. FACTORS RELATED TO THE ACCIDENT WERE: INADEQUATE SUPERVISION BY THE ATC SUPERVISOR, EXCESSIVE WORKLOAD FOR THE CONTROLLER, UNCLEAR INSTRUCTIONS BY THE CONTROLLER, AND A MISUNDERSTANDING OF THE ATC CLEARANCE BY THE FLIGHT CREW OF CONTINENTAL FLIGHT 122.",,0,0,"MCDONNELL DOUGLAS, MCDONNELL DOUGLAS","DC-9-82, DC-9-82","AIR,AIR",IAH,HOUSTON INTERCONTINENTAL,"FALSE,FALSE","2,2",SCHD,"UNK,UNK","121,121","None,None",IMC,"CONTINENTAL AIRLINES,TRANS WORLD AIRLINES",Completed,FALSE,,
DCA89MA027,ACC,15916,1989-02-24T04:09:00Z,HONOLULU,Hawaii,United States,AAR9202,N4713U,TRUE,Report,1990-06-25T04:00:00Z,Fatal,9,5,33,"THE SUDDEN OPENING OF THE IMPROPERLY LATCHED FORWARD LOBE CARGO DOOR IN FLIGHT AND THE SUBSEQUENT EXPLOSIVE DECOMPRESSION. CONTRIBUTING TO THE ACCIDENT WAS A DEFICIENCY IN THE DESIGN OF THE CARGO DOOR LOCKING MECHANISMS, WHICH MADE THEM SUSCEPTIBLE TO INSERVICE DAMAGE, AND WHICH ALOWED THE DOOR TO BE UNATCHED, YET TO SHOW A PROPERLY LATCHED AND LOCKED POSITION. ALSO CONTRIBUTING TO THE ACCIDENT WAS THE LACK OF PROPER MAINTENANCE AND INSPECTION OF THE CARGO DOOR BY UNITED AIRLINES, AND A LACK OF TIMELY CORRECTIVE ACTIONS BY BOEING AND THE FAA FOLLOWING A PREVIOUS DOOR OPENING INCIDENT.",,21.270326,-157.819931,BOEING,747-122,AIR,,,FALSE,4,SCHD,UNK,121,Substantial,VMC,UNITED AIRLINES,Completed,FALSE,,
FTW89IA053,INC,22796,1989-02-21T07:43:00Z,HOUSTON,Texas,United States,,N1289L,FALSE,DirectorBrief,1992-08-26T04:00:00Z,Minor,0,0,2,THE TURBINE GUIDE VANE FAILURE.,,30.06048,-95.679542,MCDONNELL DOUGLAS,DC-9-32,AIR,IAH,HOUSTON INTERCONTINENTAL,FALSE,2,SCHD,UNK,121,Minor,VMC,,Completed,FALSE,,
DCA89RA025,ACC,15925,1989-02-19T05:00:00Z,PUCHONG MALAYSI,,Malaysia,,N807FT,FALSE,None,,Fatal,4,0,0,,,0,0,BOEING,747-200,,,,FALSE,,NSCH,,121,,,FLYING TIGERS,N/A,FALSE,,
LAX89IA112,INC,26257,1989-02-13T20:08:00Z,LOS ALAMITOS,California,United States,,N141AC,FALSE,DirectorBrief,1992-06-30T04:00:00Z,None,0,0,0,INADEQUATE COORDINATION AMONG THE ATC CONTROLLERS WHICH RESULTED IN THEIR FAILURE TO MAINTAIN ADEQUATE RADAR SEPARATION OF THE TWO AIRCRAFT.,,33.789798,-118.059509,BRITISH AEROSPACE,BAE 146-200A,AIR,,,FALSE,4,SCHD,UNK,121,None,VMC,AMERICAN AIRLINES,Completed,FALSE,,
FTW89MA047,ACC,22923,1989-02-09T02:00:00Z,SALT LAKE CITY,Utah,United States,,N935F,FALSE,DirectorBrief,1991-07-23T04:00:00Z,Fatal,1,0,0,"IMPROPER IN-FLIGHT PLANNING/DECISION BY THE CAPTAIN (PILOT-IN-COMMAND)  AND  HIS IMPROPER USE OF THE PORTABLE OXYGEN SYSTEM, WHICH RESULTED IN HIS INCAPACITATION DUE TO HYPOXIA.  FACTORS RELATED TO THE ACCIDENT WERE:  INADEQUATE MAINTENANCE/INSPECTION OF THE AIRCRAFT  BY COMPANY MAINTENANCE BY FAILING TO REINSTALL THE AFT PRESSURE BULKHEAD HATCH (INSPECTION DOOR) AND POOR CREW COORDINATION.",,0,0,MCDONNELL DOUGLAS,DC-9-32F,AIR,,,FALSE,2,NSCH,,121,None,VMC,,Completed,FALSE,,
DCA89RA023,ACC,15924,1989-02-08T05:00:00Z,SANTA MARIA,,Portugal,,N7231T,TRUE,None,,Fatal,144,0,0,,,0,0,BOEING,707,,,,FALSE,,NSCH,UNK,121,,,"INDEPENDENT AIR, INC.",N/A,FALSE,,
DEN89IA067,INC,17615,1989-01-22T11:49:00Z,SALT LAKE CITY,Utah,United States,,N712PC,FALSE,DirectorBrief,1992-08-26T04:00:00Z,None,0,0,0,"THE PILOT-IN-COMMAND'S ATTEMPT TO ALIGN THE AIRPLANE WITH THE RUNWAY AT AN ALTITUDE INSUFFICIENT FOR SAFE MANEUVERING, RESULTING IN THE NO. 1 ENGINE STRIKING THE RUNWAY. CONTRIBUTING FACTORS INCLUDE OBSCURED VISIBILITY DUE TO FOG, THE CAPTAIN'S LOSS OF DEPTH PERCEPTION, AND PILOT FATIGUE DUE TO DISRUPTED CIRCADIAN RHYTHM.",,40.80904,-111.940834,BOEING,707-323B,AIR,SLC,SALT LAKE CITY,FALSE,4,NSCH,UNK,121,Minor,IMC,,Completed,FALSE,,
DEN89FA064,ACC,17577,1989-01-20T11:25:00Z,BUENA VISTA,Colorado,United States,,N73160,FALSE,DirectorBrief,1991-01-22T05:00:00Z,Minor,0,0,5,"INADVERTENT DEACTIVATION OF FUEL TO THE LEFT ENGINE AS THE PILOT WAS MAKING A PRECAUTIONARY SHUTDOWN OF THE RIGHT ENGINE, AND HIS FAILURE TO FOLLOW THE EMERGENCY CHECKLIST PROCEDURE.  RELATED FACTORS WERE: LOW GEARBOX OIL PRESSURE (AT FLIGHT ALTITUDE), AND UNEVEN TERRAIN THAT WAS ENCOUNTERED DURING THE EMERGENCY LANDING.",,38.830535,-106.140365,CONVAIR,580,AIR,,,FALSE,2,SCHD,UNK,121,Substantial,VMC,ASPEN AIRWAYS,Completed,FALSE,,
CHI89MA046,ACC,14427,1989-01-20T09:45:00Z,CHICAGO,Illinois,United States,,N242US,TRUE,DirectorBrief,1992-06-30T04:00:00Z,None,0,0,0,"PREVIOUS DAMAGE TO THE AFT CONE (ENGINE MOUNTING) BOLT, WHICH RESULTED IN MISMATCHED SURFACES BETWEEN THE BOLT AND ISOLATION MOUNT, LOSS OF TORQUE DURING CYCLIC LOADING OF THE MOUNTING BOLT, AND SUBSEQUENT FATIGUE FAILURE OF THE BOLT.",,0,0,BOEING,737-201,AIR,ORD,O'HARE FIELD,FALSE,2,SCHD,UNK,121,Substantial,VMC,,Completed,FALSE,,
ATL89IA080,INC,7927,1989-01-19T22:15:00Z,ATLANTA,Georgia,United States,,N509EA,FALSE,DirectorBrief,1992-08-26T04:00:00Z,None,0,0,0,FAILURE OF OPERATOR MAINTENANCE PERSONNEL TO ACCOMPLISH AN APPLICABLE SERVICE BULLETIN.,,0,0,BOEING,757-225,AIR,,,FALSE,2,SCHD,UNK,121,Minor,VMC,EASTERN AIR LINES,Completed,FALSE,,
DEN89IA060,INC,17614,1989-01-11T20:50:00Z,GUNNISON,Colorado,United States,,N926RM,TRUE,DirectorBrief,1992-08-26T04:00:00Z,None,0,0,0,THE FATIGUE FAILURE OF THE DOWN LOCK MECHANISM RESULTING FROM THE NON-COMPLIANCE WITH A SERVICE BULLETIN BY COMPANY MAINTENANCE PERSONNEL.,,38.540435,-106.919494,DE HAVILLAND,DHC-7-102,AIR,GUC,GUNNISON,FALSE,4,SCHD,UNK,121,Minor,VMC,ROCKY MOUNTAIN AIRWAYS,Completed,FALSE,,
FTW89IA038,INC,22795,1989-01-09T17:42:00Z,BATON ROUGE,Louisiana,United States,,N542TX,FALSE,DirectorBrief,1992-08-26T04:00:00Z,Minor,0,0,2,THE PROPER TOUCHDOWN POINT WAS NOT ATTAINED BY THE FLIGHT CREW. (COPILOT WAS FLYING AND THE PIC WAS SUPERVISING).,,30.539451,-91.13079,MCDONNELL DOUGLAS,DC9-30,AIR,BTR,METRO RYAN FIELD,FALSE,2,SCHD,UNK,121,None,IMC,CONTINENTAL AIRLINES,Completed,FALSE,,
ANC89IA032,INC,5126,1989-01-09T14:58:00Z,ANCHORAGE,Alaska,United States,,"N7298U, 7464",FALSE,DirectorBrief,1992-08-26T04:00:00Z,None,0,0,0,IMPROPER PLACEMENT OF THE 727 ON THE RAMP AND THE FAILURE OF THE 747 CREW TO MAINTAIN SEPARATION.,,61.159431,-149.990371,"BOEING, BOEING","727-222, 747","AIR,AIR",ANC,ANCHORAGE,"FALSE,FALSE","3,4",SCHD,"UNK,UNK","121,129","Minor,Minor",VMC,",KOREAN AIRLINES",Completed,FALSE,,
MIA89WA063,INC,32519,1989-01-07T16:00:00Z,ST. MARTIN,,Netherlands Antilles,,N817PA,FALSE,None,,None,0,0,0,,,0,0,G.D.I.E.,AIRBUS A-310,AIR,,,FALSE,0,SCHD,UNK,121,None,VMC,PAN AM,N/A,FALSE,,
NYC89IA063,INC,36305,1988-12-30T18:03:00Z,ATLANTIC OCEAN,,,,"N153AA, UNK",FALSE,DirectorBrief,1990-04-19T04:00:00Z,None,0,0,0,,,0,0,"McDonnell Douglas, VICKERS","DC-10, VC10","AIR,AIR",,,"FALSE,FALSE","3,4",SCHD,"UNK,PUBU","121,091","None,None",VMC,"AMERICAN AIRLINES,ROYAL AIR FORCE",Completed,FALSE,,
DCA89IA016,INC,15911,1988-12-26T10:45:00Z,MORGANTOWN,West Virginia,United States,,N8148N,FALSE,DirectorBrief,1990-06-11T04:00:00Z,Minor,0,0,2,,,0,0,BOEING,727-25,AIR,,,FALSE,3,SCHD,UNK,121,Minor,VMC,"EASTERN AIR LINES, INC.",Completed,FALSE,,
LAX89LA068,ACC,26312,1988-12-23T01:30:00Z,Midway Islands,Pacific Ocean,United States,,N146UA,FALSE,DirectorBrief,1990-07-09T04:00:00Z,Serious,0,1,1,AIRCRAFT'S ENCOUNTER WITH UNFORECAST SEVERVE CLEAR TURBULENCE.,,37.635818,-130.070388,BOEING,747SP-21,AIR,NONE,,FALSE,4,SCHD,UNK,121,None,Unknown,UNITED AIRLINES,Completed,FALSE,,
CHI89IA034,INC,14280,1988-12-22T18:29:00Z,MOSINEE,Wisconsin,United States,,N427MQ,FALSE,DirectorBrief,1990-06-25T04:00:00Z,None,0,0,0,STALL INDUCED BY THE ACCRETION OF MODERATE TO SEVERE CLEAR ICING.,,44.779087,-89.679801,AEROSPATIALE,ATR-42,AIR,CWA,CENTRAL WISCONSIN,FALSE,2,SCHD,UNK,121,None,IMC,SIMMONS AIRLINES,Completed,FALSE,,
DCA89RA014,ACC,15923,1988-12-21T16:05:00Z,LOCKERBIE,,United Kingdom,,N739PA,FALSE,None,,Fatal,270,2,3,,,0,0,BOEING,747-121,,,,FALSE,,SCHD,UNK,121,,,PAN AM,N/A,FALSE,,
ATL89IA057,INC,7925,1988-12-19T18:15:00Z,ATLANTA,Georgia,United States,,UNK,FALSE,DirectorBrief,1990-01-25T05:00:00Z,None,0,0,0,,,0,0,LOCKHEED,L-1011,AIR,ATL,WILLIAM B HARTSFIELD INTL,FALSE,3,SCHD,UNK,121,None,VMC,DELTA AIR LINES,Completed,FALSE,,
DCA89WA019,ACC,15927,1988-12-16T14:12:00Z,,,Hong Kong,,N822FT,FALSE,None,,None,0,0,0,,,0,0,BOEING,747-124,AIR,,,FALSE,4,NSCH,,121,Substantial,Unknown,FLYING TIGER,N/A,FALSE,,
MIA89IA043,INC,32324,1988-11-27T22:25:00Z,SAN JUAN,,,,N80057,FALSE,DirectorBrief,1990-01-25T05:00:00Z,Minor,0,0,14,,,0,0,Airbus Industrie,A-300-600,AIR,SJU,SAN JUAN,FALSE,2,SCHD,UNK,121,Minor,VMC,AMERICAN AIRLINES,Completed,FALSE,,
MKC89IA024,INC,34702,1988-11-15T21:50:00Z,MINNEAPOLIS,Minnesota,United States,,N965VJ,FALSE,DirectorBrief,1990-06-11T04:00:00Z,None,0,0,0,THE FAILURE OF THE LEFT MAIN LANDING GEAR TIRE CARCASS AND THE INGESTION OF THE TIRE DEBRIS INTO THE LEFT ENGINE WHICH HINDERED NORMAL OPERATION.,,44.87915,-93.220222,MCDONNELL DOUGLAS,DC9-31,AIR,MSP,MINNEAPOLIS ST PAUL INTL,FALSE,2,SCHD,UNK,121,Minor,IMC,USAIR,Completed,FALSE,,
MIA89WA071,ACC,32520,1988-11-14T21:22:00Z,PANAMA CITY,,Panama,,N205PA,FALSE,None,,Serious,0,1,4,,,0,0,AIRBUS INDUSTRIE,A-300B4-203,AIR,,,FALSE,0,SCHD,UNK,121,None,VMC,PAN AMERICAN WORLD AIRWAYS,N/A,FALSE,,
NYC89IA028,INC,36303,1988-11-13T21:12:00Z,BOSTON,Massachusetts,United States,,"N555PE, N238RP",FALSE,DirectorBrief,1992-10-20T04:00:00Z,None,0,0,0,FAILURE OF THE LOCAL CONTROLLER TO DETECT THE RED T ON THE DEPARTURE STRIP ON PRE659 WHEN HE CLEARED HIM INTO POSITION AND HOLD. FACTORS RELATED TO THE ACCIDENT WERE: DARKNESS AND THE LACK OF POSITIVE COORDINATION BETWEEN THE GROUND CONTROLLER AND LOCAL CONTROLLER.,,0,0,"BOEING, DORNIER","727-227, DO-228-202","AIR,AIR",BOS,BOSTON,"FALSE,FALSE","3,2",SCHD,"UNK,UNK","121,135","Minor,None",VMC,",PRECISION VALLEY AVIATION, INC",Completed,FALSE,,
FTW89IA016,INC,22794,1988-11-06T11:03:00Z,HOUSTON,Texas,United States,,N386PA,FALSE,DirectorBrief,1990-04-19T04:00:00Z,None,0,0,0,POOR PLANNING/DECISION BY THE UNIDENTIFIED CESSNA PILOT BY MANEUVERING IN BUSY AIRSPACE NEAR THE ARSA WITH NO ATC COORDINATION OR TRANSPONDER SIGNAL; NO TRAFFIC ADVISORY BEING ISSUED BY THE APPROACH CONTROLLER; AND INADEQUATE VISUAL LOOKOUT BY THE FLIGHT CREW OF THE BOEING 727. A CONTRIBUTING FACTOR WAS THE LACK OF AIR/GROUND COMMUNICATION BY THE UNIDENTIFIED PILOT.,,29.650535,-95.280433,BOEING,727,AIR,HOU,WILLIAM P HOBBY,FALSE,3,SCHD,UNK,121,None,VMC,,Completed,FALSE,,
NYC89LA072,ACC,36369,1988-11-03T03:20:00Z,BRIDGETOWN,,Bahamas,,N9674,FALSE,DirectorBrief,1990-07-09T04:00:00Z,Serious,0,1,0,THE FAILURE OF THE FLIGHT ATTENDANT TO NOTICE THAT THE ELEVATOR WAS NOT PRESENT AS SHE ENTERED THE ELEVATOR SHAFT AND PRIOR TO CLOSING THE DOOR.,,0,0,BOEING,B-747-123,AIR,,,FALSE,4,SCHD,UNK,121,None,VMC,,Completed,FALSE,,
ATL89FA020,ACC,7859,1988-10-30T13:33:00Z,MEMPHIS,Tennessee,United States,,N918RW,FALSE,DirectorBrief,1990-01-16T05:00:00Z,None,0,0,0,,,35.029087,-90.010192,MCDONNELL DOUGLAS,DC-9-31,AIR,MEM,MEMPHIS INTL,FALSE,2,SCHD,UNK,121,Substantial,VMC,NORTHWEST AIRLINES,Completed,FALSE,,
MIA89IA016,INC,32318,1988-10-24T18:15:00Z,SAN JUAN,,,,N70054,FALSE,DirectorBrief,1990-01-25T05:00:00Z,Minor,0,0,2,,,0,0,AIRBUS INDUSTRIE,A-300-600R,AIR,SJU,LUIS MUNOZ MARIN INTL,FALSE,2,SCHD,UNK,121,None,VMC,"AMERICAN AIRLINES, INC.",Completed,FALSE,,
CHI89IA018,INC,14278,1988-10-24T17:10:00Z,CHICAGO,Illinois,United States,,N277US,FALSE,DirectorBrief,1990-06-11T04:00:00Z,None,0,0,0,,,0,0,BOEING,B-727-200A,AIR,,,FALSE,3,SCHD,UNK,121,Minor,VMC,"NORTHWEST AIRLINES, INC.",Completed,FALSE,,
MIA89IA012,INC,32317,1988-10-17T13:20:00Z,ST. THOMAS,,,,N706AA,FALSE,DirectorBrief,1990-01-25T05:00:00Z,None,0,0,0,,,0,0,BOEING,727-200,AIR,STT,CYRIL E. KING,FALSE,3,SCHD,UNK,121,Minor,VMC,"AMERICAN AIRLINES, INC.",Completed,FALSE,,
ATL89MA012,INC,8072,1988-10-12T15:35:00Z,YARDLEY,Pennsylvania,United States,,"N17810, AF 1",FALSE,DirectorBrief,1990-01-16T05:00:00Z,None,0,0,0,,,40.199951,-74.780479,"AEROSPATIALE, BOEING","ATR-42-300, 707-300","AIR,AIR",,,"FALSE,FALSE","2,4",SCHD,"UNK,UNK","121,ARMF","None,None",VMC,"BAR HARBOR AIRWAYS,89TH MILITARY AIRLIFT WING",Completed,FALSE,,
NYC89IA005,INC,36302,1988-10-06T23:55:00Z,NEWARK,New Jersey,United States,,N118FE,FALSE,DirectorBrief,1990-06-11T04:00:00Z,None,0,0,0,,,0,0,BOEING,727-100,AIR,EWR,NEWARK INT'L,FALSE,3,SCHD,UNK,121,Minor,VMC,FEDERAL EXPRESS,Completed,FALSE,,
DCA88RA108,ACC,15905,1988-09-29T04:00:00Z,ALAJUELA,,Costa Rica,,N523EA,FALSE,None,,None,0,0,0,,,0,0,BOEING,757,,,,FALSE,,SCHD,UNK,121,,,EASTERN AIRLINES,N/A,FALSE,,
NYC88FA238,ACC,36016,1988-09-21T23:55:00Z,ALBANY,New York,United States,,N170RA,FALSE,DirectorBrief,1990-01-24T05:00:00Z,Serious,0,1,2,,,0,0,de Havilland,DH-7-58C,AIR,ALB,ALBANY COUNTY,FALSE,4,SCHD,UNK,121,Substantial,VMC,PAN AM EXPRESS,Completed,FALSE,,
FTW88IA165,INC,22579,1988-09-21T22:42:00Z,DFW AIRPORT,Texas,United States,,N710AA,FALSE,DirectorBrief,1990-06-11T04:00:00Z,Minor,0,0,4,FATIGUE FAILURE OF THE LEFT MAIN LANDING GEAR DOOR ACTUATOR PIVOT TRUNNION SHAFT WHICH SUBSEQUENTLY BECAME LODGED IN THE ACTUATOR CLEVIS PREVENTING THE DOOR UNLOCK MECHANISM FROM ACTUATING DURING GEAR EXTENSION.,,0,0,BOEING,727-200,AIR,DFW,DFW REG.,FALSE,3,SCHD,UNK,121,Minor,VMC,"AMERICAN AIRLINES, INC.",Completed,FALSE,,
NYC88IA246,INC,36025,1988-09-21T04:00:00Z,GEORGETOWN,,Guyana,,N9674,FALSE,DirectorBrief,1990-06-11T04:00:00Z,Minor,0,0,10,"INCIDENT THAT LED TO THE DEATH OF THE PASSENGER IN ROW #6 WAS APPARENTLY NOT RELATED TO TURBULENCE, BECAUSE THE PASSENGER DIED OF CHOKING TWO HOURS AFTER THE TURBULENCE ENCOUNTER.",,0,0,BOEING,747-100,AIR,,,FALSE,4,SCHD,UNK,121,None,IMC,,Completed,FALSE,,
DEN88MA203,ACC,17547,1988-09-12T14:50:00Z,DENVER,Colorado,United States,,N1830U,FALSE,DirectorBrief,1991-07-12T04:00:00Z,Minor,0,0,1,,,39.790954,-104.840415,MCDONNELL DOUGLAS,DC-10-10,AIR,DEN,STAPLETON INTL,FALSE,3,SCHD,UNK,121,Substantial,VMC,,Completed,FALSE,,
CHI88FA233,ACC,13971,1988-09-09T15:14:00Z,MINNEAPOLIS,Minnesota,United States,,N729RW,FALSE,DirectorBrief,1990-01-31T05:00:00Z,None,0,0,0,FAILURE OF THE CAPTAIN TO FOLLOW COMPANY PUSHBACK PROCEDURES AND NOT GETTING A RELEASE BEFORE STARTING TO TAXI.,,44.840553,-93.279434,BOEING,727-200,AIR,MSP,MINNEAPOLIS/ST.PAUL INTL,FALSE,3,SCHD,UNK,121,Substantial,VMC,,Completed,FALSE,,
